,id,message,original,genre,Priority
3435,3948,people refugees coming port au prince means limited need aid continue assisting,"Nou genyen kat moun ki soti Potoprens, mwayen nou fb. Nou bezwen ed pou kapab kontinye asiste yo.",direct,1
3436,3950,earthquake gave us one call tuesday afternoon gave us ring today minutes hasnt forgotten us wait til tops up,"Tranbleman an te ba nou yon sel apel madi apremidi. aprsa se chak jou li bipe nou, jodi a li pa gen kat. men sepa bliye li bliye nou depi li jwenn pappad",direct,2
3437,3951,want finish education us people waiting family csm done,SI M BEZWEN AL FIN KLAS MWEN OZETA ZINI M GEN MOUN KAP TANN MWEN SEYO KAP ANTRE M MEN YO PA FANMI M. ESKE MA K ALE?,direct,1
3438,3953,need set price transportation taxi bus drivers raised prices,FOK NOU BAY PRI MACHIN YO PASKE TOUT CHOFE MOUTE MACHIN,direct,1
3439,3954,help please three children house collapsed water food found anyone save me,"Aide sil vouple mwen gen 3 ti moun, kay mwen kraze, m pa gen dlo m pa gen manje, mwen pa jwenn pesonn ki pou sove m.",direct,2
3440,3955,see escaping justice toyota rav license place l,WEN MSOVE DE JISTS YO NAN YON MACHIN TOYOTA RAVKAT NIMERO PLAK L,direct,1
3441,3956,asking help gang pulled guns,MAP MANDE KONKOU KOUNYE A MENM MEN DE GANG AME KISOT RALE ZAM SOU M,direct,2
3442,3957,government say schools many people died many wounded earthquake demonstrations help,Kisa gouvenman an di sou kesyon lekol la?konbyen moun ki mouri e konbyen moun ki blese pandan tranbleman de ta a?ki jan 2 demonstraksyon kap fet pou ede,direct,2
3443,3958,exchange rate american dollars today,Kobyen tau dola ameriken an ye pou jodi a.,direct,1
3444,3959,hello would like reach get pice information,Bonjour koman nou ye mwen ta renmen jwenn yon ti enfomasyon.,direct,2
3445,3960,lazy ass says change country where this,"u. Piga li chita ap ranse, ap di se li ki ka change peyi. Ki b sa?",direct,2
3446,3961,get electricity edh area,Kila popilasyon nan zonn metwopolitan ka espere yon ti kouran nan men EDH?,direct,1
3447,3962,also water spend help us urgent,e ak dlo voye ed pou nou ijan.,direct,3
3448,3963,good evening reader message would like know food distribution christ roi street intersection entry nazon one tents food,Bonswa ak moun kap li mesaj sa Mwen ta renmen konnen ki kote Wap bay manje yo paske mwen nan ri kriswa pou rantre nazon pa gen oken moun ki gen tant manj,direct,1
3449,3964,red cross give nutrition people gave blood still believe impossible give blood red cross everyone problems person,"Poukisa la kwa roujpa bay moun nitrisyon ki ka bayo san, , mwen rete kw li enposib poun bay la kwa rouj san paske tout moun gen pwoblem payo, paske yon mo",direct,1
3450,3965,please help me needs,Edem silvouple mwen gen nesesite,direct,3
3451,3966,thank digicel pfor service however lot difficulties place call time trying even one call got through hope help,"Mesi digicel pou sevis ou. Sepandan mwen gen anpil difikilte pou m fe yon apel, nan tout apel mwen f depi ye menm yon sel pa pase. Al na ede m",direct,1
3452,3967,earthquake gave us heartache day shakes today even card forgot us ever since got minutes we ve put aside,"Tranbleman ba nou yon sel apel apri sa chak jou li bipe nou, jodi a li pa gen kat men se pa bliye li bliye nou depi li jwenn pappadap nou mele.",direct,2
3453,3968,need drinking water tents babies laval carrefour,Nou bezwen dlo potab ak tant pou ti bebe Lavale.,direct,1
3454,3969,would like know price reyovac batteries,mta renmen konn1 pri pil reyovak,direct,2
3455,3970,problem longer stay please need spot go senegal important would need address senegalese consulare haiti,"S. V. P MWEN GEN PWOBLEM MWEN PAKA RETE ANKO, TANPRI FEM JWENN PLAS TOU SWIT POUM M AL SENEGAL C IMPOTAN. LADRESS E NIMERO DU CONSULAT SENEGALAIS EN HAITI C",direct,2
3456,3972,thank radio signal good work,MESI RADYO SIYAL POU TWA VAY OU,direct,1
3457,3974,fontamara way end area fon brach nan baro need food water care great need please help us,Fontamara 27 prolonje blok fon brach e nan baro nan nesesite sou tout fem.,direct,1
3458,3975,price gaz night fasting praying ask grace haiti,Koman pri gaz la ye?kil kap gen jan pou mande gras pou Ayiti a?,direct,1
3459,3976,please i want information country good day,"Svp. mwen, vle infomation sou pay a bonne joune.",direct,2
3460,3977,escaped prisoners make problems,epi se prisonye kite sove yo se yo kap bay problm,direct,3
3461,3978,even now people unable breathe due smell dead,be juska presan pesonn pa ka respire ak sant m,direct,3
3462,3979,disease jacmel called hunger markets closed little corner stores open there s food brevages all hospitals closed there s laboratory that s working city,"Jakmel atrape pa yon maladi yo rele grangou, pa gen mache. boutik fe men, pa gen nouriti, pa gen bwason, tout lopital fmen pat yo. yon sel labowatwa mache nw",direct,2
3463,3981,could information earthquake please,Puis-je avoir des informations sur le seisme s. v. p?,direct,2
3464,3982,also disaster striken found anything,Mwen menm tou mwen sinistre men mwen pa janm jwenn anyen,direct,2
3465,3983,notes already translated one,Kisa pou nou fe paske ed la poko rive leogan zon mason ti rivy. Dalc Franck audrey.,direct,3
3466,3984,people know central port au prince blocks fell cared all,Gen kek moun mwen konnen ki sit potoprens blik tonbe sou yo ki pa nan swen di tou.,direct,2
3467,3985,every second minute hour ask god forgiveness save like that,"Chak seconde, minute heure mande Bondye padon paske se li sel ki ka sovew konsa.",direct,2
3468,3986,thank kind information ask instance continue send us useful messages,Mesi pou jan enfomasyon sa yo. e nap mande pou enstans sa a kontinye voye mesaj itil ban nou.,direct,1
3469,3987,everyone people grande saline le lambi asking aid seen anyone problem water shortage reservoir put water ed,( Tr : Mezanmi mounn grande saline le lambi ap rele pote yo sekou paske yo pa w pesonn jiska prezan. Nou gen pwoblem dlo. Nou gen rezvwa ki ka pran dlo. Ed,direct,1
3470,3988,please send food victims st marc,voye mange pou moun sinistre ki vinn st mak yo.,direct,2
3471,3989,i d ask advice would say subject im potential victim issue,". map mande ki konsey nou kap banm sou sij sa? Paske mwen se yon evantyl viktim de kesyon sa tou. oke mesi, map tann repons nou avek enpasyans.",direct,1
3472,3990,today everyone ok walk hand hand praising usa ask administration give us chance,"Jodi ya tou moun okay yon mach an memwa, detranblement de te yap rele vive usa, mwen mande preval ak belrive ba peyi chans li, jesnel zamor",direct,1
3473,3991,asking government help international community restore dgi direction generale des impots one biggest problem functional,Map mande pou gouveneman ak konkou kominote entenasyon aji prese prese pou pou remete D G I fonksyonel paske sd pigwo problem left ke institisyon sa pak,direct,1
3474,3992,much us dollar today,Konbyen kob ameriken an taux ye kounyea ?,direct,2
3475,3993,let us the population know hope hope survive,f popilasyon an rete espwa kom lespwa f viv.,direct,2
3476,3994,especially th section town lot people die hunger please call number information give answer can,"a?patikilyman 11zym seksyon vil kote anpil moun pral mouri grangou. Nou ka rele m sou nimewo sa a pou plis enfomasyon, tanpri fe m jwenn yon repons ki ka",direct,1
3477,3995,way help me live friend s place temporarily things going well me waiting response,j nou yo. eske nou pa gen yon mwayen nou kapab edem?se lakay yon zanmi mwen fe ladesant bagay yo pa bon pou mwen. map tann repons nou. mes,direct,3
3478,3996,arrived jean rabel january fractured wrist student agriculture school still see end,mwen se yon viktim. mwen rive nan bouk janrabel depi 16 janvye. mwen te gen yon ponyet ki fwaktire. mwen se yon etidyan fakilte agwonomi. mwen toujou we mesa,direct,1
3479,3997,much costs deal enable changing cell sim phone,Konbyen kob poum bay poum kapab al chanje sim mwen an,direct,1
3480,3998,please come help family need small place th section bis delmas canaan dorelien,"Svp, venez en aide a ma famille, car nous en avons besoin. on est a petite placd cazeau, 4eme cite #50bis, delmas 33. je s suis canaan dorelien.",direct,1
3481,3999,school opening,Sil vouple ki le lekol la ap ouvri,direct,2
3482,4000,would like know came rebuild port au prince come develop whole haiti,Mwen ta renmen eske se potoprens yo vin rekonswi ou se ayiti tovt bom yo vin devlope,direct,2
3483,4001,victim january th earthquake,Mwen se yon viktim tranbleman ta a ki te pase madi 12 janvye 2010 la.,direct,2
3484,4002,say aftershock week end true,Yo di ap gen replik nan wikend sa a eske se vre?,direct,2
3485,4003,schools closed year,BONJOUR MWEN TA RENMEN KONNEN ESKE PAP GENYEN LEKOL ANE A?,direct,2
3486,4004,brought us tears,2010 nous apporte que di pleur,direct,3
3487,4005,god helped me neither sick neither hurt however need food,"BDieu fe m pa malad, ni blese mange selman beswen, pou m mange.",direct,3
3488,4006,give another estimate earthquake victims,Donnez moi un dernier bilan sur les victimes du saisme.,direct,2
3489,4007,wife pregnant hit block jan th went hospital said baby moved hospital called st therese miragwan money get,Mwen gen madanm mwen ki ansent blok te frape li 12 janvye li ale lopital yo di li pitit la de plase. Li lopital senterz miragwan mwen pagen kob pou pran,direct,1
3490,4008,muller near carrefour feuilles could information go get food water medicaitons necessities organized commitee,"Katye an se Muller zon kafou-fy. Ban nou enfomasyon pou n ka al chache manje, dlo, medikaman ak lot d nesesi. Nou gen komite e nou ganize.",direct,1
3491,4009,please circulate message authorities me please send food victims sought refuge st mark,fe mesaj sa pase pou mwen bay otorite yo pou mwen voye mange pou moun sinistre ki vinn pran abri st mak yo.,direct,2
3492,4010,sick thanks god but people impasse filadelfya dying hunger,Mwen pa malad gras a dye se maje m bezwen grangou ap touye moun enpas filadlfya,direct,2
3493,4011,know every one victim earthquake live distribution done well people clan get something themselves could get anything all committees used aid themselves also victim,Nou konnen tout moun nan bagay sa sinistre bo lagay mwen yo bay yo pa patisan m pa janm jwen anyen dutou komite yo pran yo pou kont yo mwen sinistre mwe,direct,2
3494,4013,every one two hours ask god s forgiveness mercy haiti faith god take us problem,"Chak 1 h 2 tan, mande gras, padon, mizerikod pou Ayiti! Fl ak lafwa, sel Bondye ki ka retire nou nan sa. .. Voye mesaj sa pou 10 lot moun!",direct,2
3495,4014,would like information developments happening haiti,M bezwen gen enfomasyon sou eta avansman evenman yo en haiti,direct,3
3496,4015,sent numerous messsages concerning form aid never answered back why,NAN TOUT MESAJ SA YO NAP VOYEA MWEN PA JANM JWEN REPONS NOU LE M MANDE NOU YON ED POUKI REZON,direct,2
3497,4016,would like know sending help neighborhood organized there s committee designated go pick up,Nou ta renmen konnen ki kote yo bay d yo paske katye an oganize e gen komite pou ale chache yo. Mesi!,direct,2
3498,4017,they re hospital anymore please tell,YO PA LOPITAL ANKO MWEN PA JWEN YO FEM JWEN ADRES KOTE YO YEA TANPRI,direct,3
3499,4018,cannnot reach anyone phone books please love god,wap jwenn non yo nan liv telefon /phone books tanpri fe sa pou mwen pou la moun bondye !,direct,1
3500,4019,good job digicel like it,Chapo ba pou digicel sel li ki konsa pa gen tankoul,direct,3
3501,4020,thanks good news keep up,Mwen remsye nou pou tout bon enfomatyon sa yo mesi anpil kenbe la pa lage.,direct,2
3502,4021,understand victim cannot go give blood contrary help me,MWEN PA KONPRANN SA NAP FE A PASKE SE YON VIKTIM MWEN YE  MWEN PAKA NAN BAY SAN OKONTRE SE EDE POU NOU EDE MWEN,direct,2
3503,4023,monies go give blood port au prince la gonave,"Mwen pa gen kob, pou m ale bay san Port au prince depi lagonav",direct,1
3504,4024,people top dekayete please help babies sick need help please,Moun anwo dekayt beswen tant pou seren ti bebe yo malad tanpri souple ede nou.,direct,2
3505,4026,ask think people went provinces other parts country like me originally gonaives left gonaives long time ago today back gonaives tomorrow i,Map mande pou nou fe yon ti panse avek moun ki ale nan provins yo tankou mwen menm m si moun gonaiv m kite gonaiv lontan lontan jodi a m gonaiv de main m,direct,2
3506,4027,dekayet carrefour feuilles area need cleaning water dying diarrhea,Mwen nan kafou fy zon dekayt nou beswen dlo potab paske dyare ap fini ave nou.,direct,1
3507,4028,problems house destroyed hungry i m asking help me please children,Mwen gen problem kay mwen kraze mwen nan grangou map mande nou edem souple mwen gen 4 pitit mesi,direct,2
3508,4029,would like know organisation looking hire thank you,"MWEN TA RENMEN KONNEN, SI PA GEN DES ORGANIZASYON KI BESYEN MOUN POU TRAVAY. MESI",direct,3
3509,4030,notes place hire people,Est-ce que il y a un endroit qui veulent employer des personnes.,direct,2
3510,4031,stop sending theses messages good news,an betiz epi sispann voye msg siw pa gen bon nouvel pou mwen.,direct,2
3511,4032,receive food am stay home,Ki jan pou m fe pou m jwenn manje si m lakay mwen?,direct,2
3512,4033,need help watr bon repos impasse gayak,Bonrepo enpas gayak. we need help water Aj,direct,2
3513,4034,new friend says hi friends,un nouveau ami salut a tous mes amis,direct,3
3514,4035,would like know medicines eyes,J AIMERAIS SAVOIR S IL YA DES MEDECINS POUR YEUX.,direct,3
3515,4036,please bon repos impasse gaillac comit l union need food water thank you,Porfavor bonrepo enpas gayak komite linion nesesito komeng agua glasias,direct,1
3516,4037,hi victim help please,Alo bonjou ce yon viktin me qiu jan noukaede souple,direct,3
3517,4038,would like information cap haitien,Enfomasyon mwen dwe konnen sou okap.,direct,2
3518,4039,turtle tortuga island find help starving,Mwen la tti mwen pa jwenn swen grangou ap bat mwen mete sou sezismanm yo,direct,1
3519,4040,i m port de paix haiti refugee lost everything need food,Mwen haiti nan ville port de paix kote mwen refugiem apres toute afem te fin pedi mwen bezwen mange,direct,1
3520,4041,people need came form port au prince live port de paix grigri,Genyen moun ki nan bezwen ki soti pa o prens yo malad yo grangou nou rete pa d pa nan grigri,direct,1
3521,4043,survivor earthquake thank advance help,WEN SE YON VIKTIM NAN TRANBLEMAN DE T A. MESI POU JAN NOU PRAL EDE,direct,1
3522,4044,pleasure tell me,"SE YON PLEZI POU MWEN, POUM DI NOU SAM TA RENMEN NOU FE POU MWEN. M",direct,3
3523,4045,aceden jasmen behind moulen senmak saint marc s mills,Aceden jasmen Dry- Moulen SenMak Haiti.,direct,2
3524,4046,petion ville find tent help free hospital,"Ki kote nan petyon vil nou ka Jwenn : tant, swen, lopital gratis",direct,1
3525,4047,would like information,Mwen ta renmen kon kek ifomasyon,direct,3
3526,4048,would like thank much doctors came help massive earthquake hit country god bless you stay firm strong,mwen voye yon gwo remsiman pou tout medsen ki vi n ede nou apre gwo tranblemandt ki frape peyi a bondye beni nou kenbe fem pa lague,direct,2
3527,4049,money buy please sent top cellular,agenkb poumon achte chfla tampri voye 6O DOLA kat sou potabsaa po,direct,2
3528,4050,alone family overseas eat call calling card call them,askemslmwen epi fanmim etranje mpakamanje releyo paskempagenkatmp,direct,2
3529,4051,please tell ngo important water bottle medicine treated water aquatab is need water martissan,"Svp mande a ong yo, se pa boutey dlo ki inpotan, se medikaman poun trete dlo ( aquatab ) nou plus bezyen, paske nou gen dlo. matisan",direct,1
3530,4052,good evening chief im waiting port de paix i problem cant get anything eat,Bonswa chfmwen maptandew port depaix mwengenpwoblem mpakamanje p,direct,1
3531,4053,let know alone please write me,f mwen santi mwen pa pou kont mwen ekri m,direct,3
3532,4054,counting support every way possible thank much,MWEN KONTE SOU SIP NOU. NAN TOUT SANS MESI ANPIL.,direct,2
3533,4055,i m port de paix means live please,ve m nan pdepi kote mwen pa gen oken mwayen pou m viv sil vou ple,direct,2
3534,4056,many artists died names,Konbyen atis ki mouri e ki non yo,direct,3
3535,4058,smell within debc jman need lots lots medications there,"yon sant deb jman ladann yo beswen anpil anpil medikaman, kit a",direct,3
3536,4060,help us please god see repaid help dying hunger,e ak lajan komesla mwen gen lajan poum remet nan fonkoze edem tanpri bondye nan syel la aremet nousa nafem konnen pa yon mesaj sms mesi davans kedyebnis,direct,2
3537,4061,hi one victims asking people charge send help mondestin thimothe business destroyed,Bonswa mwen se yonn nan victim yo map mande ak moun ki an chaje yo voye yon ed pou mondestin timothe mwen te gen yon komes kosmetik nan menm kay la kraz,direct,2
3538,4062,thank ended pain contacted family thanks you thanks good service,msi 4636 ou retirem nan la pen ou seyou zanmi. youfan mi oumetenou an kontak ou enfme nou ouvini twta mesi pou bon sevis ou,direct,2
3539,4064,victimes we re asking help us truncated,"Nous sommes sinistres, nous vous demandons de nous aide, nous avons",direct,3
3540,4065,petion ville would like know find food,Mwen rete petion-ville mwen ta renmen jwen tan manje.,direct,2
3541,4066,friends hungry cold miragoan cant take anymore,Chezanmi m yo grangou ak fredi ap touye nou miragoan noupakapab anko,direct,2
3542,4067,american airlines starting flights,Qand est-ce-American Airlines remmence son vol ?,direct,3
3543,4068,notes already translated yesterday complaining cost food,"4636 : Manje vin pi che nan PaP apre tranbleman te-a. mamit diri ap van'n 250gd kounye, sete 200gd avan. Mayi-a 125gd, avan sete 100gd",direct,2
3544,4069,want information earthquake,Je savoir quelque information sur cyclone,direct,1
3545,4070,lost mother please need unity cell phone order call family please,"Malgrem w ou toujou avti nan tout sak, ka rive, olo mwen pa di nou genyen men mwen pedi manmanm jodia, voye yon ti inite pou mwen poum ka rele kek fanmi o",direct,1
3546,4071,type work available people now,Kijan de travay ki gen pou popilasyon an,direct,2
3547,4072,i m angry hungry thirst i m waiting,"very angry, thirsty. we wait you. i am jackson",direct,3
3548,4073,need help food water anything live rue rois champagne,"S. O. S we need help plz cuz there's no food, water, n stuff im leaving at rue alix roy impasse champagne",direct,1
3549,4074,need help sou dal please port au prince st avenue,Nou bezwen ed sou dal si vou ple,direct,1
3550,4075,everybody talking febuary th scientific point view that,"4636, anpil moun ap pale de 12 Fevrier nou tan ke syantifik sa nou panse",direct,2
3551,4076,haitian center international cooperation centre haitien de cooperation internationale asking help leogane,Centre haitien de cooperation internationale ap mande ed pou viktim nan leogane,direct,1
3552,4077,every morning ask god grace deliverance haiti message gets someone know god loves us,"Chak minit mande Bondye gras, delivrans pou Haiti. F sa nan kw ak tout lafwaw simaye mesaj sa bay lot moun jiskaskew pagen sms ank paske Bondye renmen nou.",direct,2
3553,4079,truncated sleeping streets syringe rain falls everyone would much trouble asking pass message on god bless everyone works radio,"ki koush nan lari anba yon serin.  si yon lapli ta riv tonbe nou tout ap ml, mwen mande pou nou fe mesaj la pase. k BonDIE BENI NOU TOUT KI NAN RADIO",direct,1
3554,4080,suffering lot ruelle henec found nothing aid even pass us asked radio pass message me,"Nou ki nan rlle. Henec nap soufri ampil, nou pa jwen anyin kom d, minm pase yo pa pase kot NOUmweN manDE pou nou nan radio a ka fe pase mesaj sa pou nou",direct,1
3555,4081,need help hospital gonaive see,"Aide vetement, nouriture, medicament, hopitale gonaive.",direct,2
3556,4082,radio television communication services wish success continuity thing criticize someone writes ask help never send help,"e tou kominikasyon radyo tele. Mwen swete nou siks, bon kontinite! sel ti repwch ke-m fe nou, ske li yon moun ekri nou poul mande ed, nou pa janm voye",direct,1
3557,4083,quite alone need food tent water okay,Mwen byen selman mwen beswen manje ak tant ni dlo mwen okay,direct,2
3558,4084,people radio forward message us sleeping streets veil rain would deep trouble im asking forward this message truncated,"E pou nou nan radio a ka fe pase mesaj sa pou nou ki koush nan lari anba yon serin.  si yon lapli ta riv tonbe nou tout ap ml, mwen mande pou nou fe m",direct,2
3559,4085,live rue acacia frano ville also need aid people distributing aid stop place received anything yet passed see us asking why,"Nou ki nan rue akasia ki nan frano vil nou bezwen ed tou fok yo ka pase we nou tou paske nou pakjwen anyin kom d, minm pase yo pa pase kot NOUmweN manD",direct,1
3560,4086,thank much live street front house school fell me need tent doctor,Merci anpil mwen nan lari devan lakay mwen. Lekol la te tonbe sou mwen. Bezwen tant epi dokte.,direct,1
3561,4087,canape vert area around total market find anything yet,nan zone kanape va blok total nou pa jan m jwen anyen ede nou,direct,1
3562,4088,person found told water over please contact let know help people responsibility need food,"Moun mwen jwenn lan, dim dlo a fini tanpri an kontak ak mwen kounye a poum kapab konnen kisa poum fe pou m moun yo ki sou resposab mwen yo! Mwen bezwen Ma",direct,1
3563,4089,need help delmas across kiskeya christian school thank u,We need help at delmas 75 across from kiskeya christian school. Tank u!,direct,1
3564,4090,brother father yr old son died well life,ffre que la mort de mon pare et de mon fils age de 7 ans. helas lavie,direct,2
3565,4092,need help us important help us please,"MWEN BEZWEN ED NOU, ENPOTAN. AIDE NOUS!SVP",direct,3
3566,4093,hey around merger zone received aid,alo zone merger yo poco ba nou en yai,direct,2
3567,4094,truncated since tuesday water food please thank,t depuis mardi je na pas de l eau ni mange tamprit merci,direct,1
3568,4095,lypedha organization need support organizations everybody around world help people area food water no see notes,"We are LYPEDHA organization we need support of another organization or every boby around the world for help the people in our area. No food, no water, no",direct,1
3569,4096,hello digicel i m one customers small problem house broken nothing i d like lend,DIJICEL BONSWA SE YON KLIYAN DONK MWEN GEN YON TI PWOBLEM KAY MWEN KRAZE MWEN PA GEN ANYEN NAN MEN M POU M TA FONKSIONE DONK MWEN BEZWENW FEM KREDI 250,direct,1
3570,4097,would like fix cathedral place courthouse,MWEN TA RENMEN YO KONSTWY KATREDAL NAN PLAS PAL A PAL JISTIS NAN,direct,2
3571,4098,good earth written sky thsnk,et tous les bien que vous faites sont inscrits dans le ciel. merci,direct,1
3572,4099,st march people starving sick we waiting help,sen mak ki fe moun yo pa mouri maladi ak lafen. nap tann ed ou ak,direct,2
3573,4101,need provisional shelters water food avenue gaston petit goave,"Nou bezwen 130 abri pwovizwa, dlo, manje, nan tet avenu gaston petit-goave",direct,1
3574,4102,access drinking water,"jd n, ai pas accs  l, eau portable",direct,1
3575,4103,us ti goave ask american people distribute aid house house instead giving way,Nou menm nan ti gwav nou mande pou blan meriken yo ta pase bay ti kat oubyen ed yo de kay an kay olye pou yap kanpe sou plas piblik oubyen sou waf la pou,direct,1
3576,4104,people sicot prolonje need help,Moun nan sicot prolonje bezwen manje ak dlo ak tant pou yo ka demi,direct,1
3577,4105,throwing food make people fight it thank you,yap voye manje anle pou fe moun goumen. .. Merci!,direct,3
3578,4106,would give food homes would better,i yo te pase bay li nan kay li tap pibon. Merci,direct,3
3579,4107,ti goave agree way american distributing food treat us like dogs throwing food floor miserable,Nou menm nan ti gwav nou pa dako ak jan ameriken yo ap fe distribisyon. .. Yo prann tankou ti chen Yap voye manje ate ba nou paske yo we nou nan mize. .. S,direct,1
3580,4108,hungry never sent anything please come see us jacmel road,Nou grangou kote nouye a noupa jwenn anyen pou nou manje tanpri pase vizite nou sou rout jakmel la,direct,3
3581,4109,want give blood go,Mwen ta vl bay san ki koti poum ale,direct,2
3582,4110,family friend victims,Paske mwen gen fanmi ak zanmi ki viktim tou,direct,1
3583,4111,want work translator,M vle travay nan domin entprt,direct,1
3584,4112,i m survivor student in,"Je suis un survivant, parmi les tudiants matres au programme de l",direct,3
3585,4113,people medecins sans frontieres,( Kikote medcin san fonti yo ye ) 4636,direct,3
3586,4114,house destroyed lost everything had we re one sister s places sleeping streets anything need live please,"kay nou kraze, nou pedi tout sa nou te genyen kounye a nou kay yon si nou, nou te genyen la plan nan lari nap domi, nou pa genyen anyen pou nou viv svp",direct,2
3587,4115,would like participate service,Mwen ta renmen patisipe nan sevis ou yo.,direct,3
3588,4116,salute staff need help can t find food sent message get response find way respond children good lord,Mwen salye staf sa men mwen bezwen ed kote mwen pa jwenn manje pou m manje mwen te voye yon mesaj men mwen pa jwenn repons fe mwayen rs pitit Bondye yo,direct,1
3589,4117,courage may god you share message friends why enemies,ment et aie bon courage. Que Dieu soit avec toi. Partage ce message avec tes amis et pourquoi pas tes ennemis?,direct,2
3590,4119,year lot problems wish best new year may god bless you,"Apres une anne tant boulverse, et voici nous arrivons au terme. Alors je vous souhaite tous les voeux de bonheur pour ce nouvel an. Que Dieu vous benis",direct,1
3591,4120,hour two ask grace god forgiveness deliverance haiti alone lift us situation send message,"Chaque 1h ou 2hres de temps demandes  DIEU grace, pardon et misricorde pour HAITI  car lui seul peut nous hoter de cette situation. Envois ce message a p",direct,1
3592,4121,you grace peace love faith fidelity forgiveness like balance living life eternally good night,"sa yo : lagras, lap, lanmou, lafwa, lajwa, fidelite ak padon. Konsa balans ou ap vinn 100 lavi etnl, eli pap janm ekspire. Bon sware",direct,1
3593,4122,put jail i owe money say word please,PRAL METEM NAN PRIZON KB MWEN DWE DI YON MO POU MWEN SOUPLE,direct,1
3594,4123,widow working years ministry of gonaives men,MWEN SE YON VIV MAP TRAVAY DEPI TWA ANE NAN MINIST GONAYIV KM MEN,direct,2
3595,4124,may concern please need food water live leogane carrefour dufort coraille lemaire please help us,TO WHOM IT MAY CONCERN PLEASE WE NEED FOOD-N-WATER WE LEAVE IN LEOGANE CARREFOUR DUFORT CORAILLE LEMAIRE PLEASE HELP US.,direct,2
3596,4125,would like know help coming bainet,M'ta renmen konnen koman ed la ye pou Ben.,direct,3
3597,4126,artibonite saw nothing coming please send sms konw something survivors,ki nan latibonit mwen w yo pa panse ave nou ditou sil vouple mwen voye sms sa pou mwen konnen ki sa yo panse fe pou nou tout reskape nan gwomin mesi.,direct,2
3598,4128,hallo still alive consider new born if ask old you dont affraid say days thank god each hour thank god again,"Salut! Si wap viv toujou konsidere w kom yon nouvo ne, si yo ta mande w laj ou pap di mwen gen 14 jou gras a dye. Chak 1 hre de temps, mande BONDYE gras",direct,2
3599,4129,stay left when finished he said die peace all dreams die like jesus etween two thieves,"stid a goch. L li fin fe sa, li di kounye a mwen met mouri anp paske tout rv mwen sete mouri tankou jezi nan mitan 2 vol.",direct,2
3600,4130,let aware moments we stop stupidities because brother s blood running pap stop sending stupid messages,"Ann pran konsyans nan moman sa. Fk nou sispan ranse paske se san fr nou yo ki koule nan potoprens, sispan ekri vye mesaje",direct,1
3601,4131,hours time ask forgiveness haiti faith only god take us situation send message tp people,"Chak 1 h 2 tan, mande gras, padon, mizerikod pou Ayiti! Fl ak lafwa, sel Bondye ki ka retire nou nan sa. .. Voye mesaj sa pou 10 lot moun!",direct,1
3602,4132,said ueh students,Ki sa yo di pou etidyan UEH yo.,direct,3
3603,4133,can t anymore help us please,u pakapab anko. ede nou silvou plait,direct,3
3604,4134,people tent er impasse lillavois area bon repos lot problems need food ans water tents too,"nou gen 40 moun anba yon tant nan premye impass apres lilavois 15 zone bon repos. nou gen anpil pwoblem, nou bezwen manje ak dlo nou bezwen tant tout, no",direct,1
3605,4135,digicel double price recharges cell phones like saw today,Eske digicel ap doubl tout rechag li yo vwe jodia,direct,1
3606,4136,notes message comfort victims,odia nou dil mesi pou sa fe pou nou e sa lap kontinye fe pou nou nap di tout moun kap demi nan larie nap di yo padekouge bondye gen yon siprise. Pou yo,direct,2
3607,4137,would like know african embassy located haiti,je veux savoir ou est situ l'ambassade africain en haiti S. P. V,direct,2
3608,4138,food area area carrefou,"Nan zon kote mwen ye a mwen pa janm jwenn manje, se zon kafou Dif.",direct,1
3609,4139,good morning would like know need american citizen want travel child give information please,Bonjou mwen ta renmen konnen ki sa pou mwen fe si mwen se yon sitwayen ameriken si mwen ta vle pati ak yon ti moun banm yon ti enfomasyon sil vou ple.,direct,1
3610,4141,message received message went,Message received. Message recu. Mesaj ou ale,direct,2
3611,4142,weeks since sleeping streets,Ca fait plus de 2 semaines que je dors dans la rue.,direct,3
3612,4143,hello information today,Salut ki infomation ki gen Jodi a. SVP,direct,2
3613,4144,wrote got answer,Mwen ekri nou mwen pa jwenn repons.,direct,3
3614,4145,mouin vle kite ayiti depi kek jou,I want to leave haiti please for some days,direct,2
3615,4146,please help us located fiveth section,ima ) fiveth sect ion. please help us.,direct,2
3616,4147,need answer please u help please,i need an answer please can u help me please,direct,3
3617,4148,sorry missed call meeting,"Sorry I missed your call, I am in a meeting.",direct,2
3618,4149,need help i amother small children years old,"Bonjou mwen bezwe ed, mwen se yon manman ki gen de ti moun piti youn gen 4 tran lot la gen 3 zan.",direct,3
3619,4150,notes whether forecast heard mentioned translators previously,Un front froid se retrouve sur Cuba ce matin. Il pourrait traverser Haiti demain. Des averses de pluie isolee sont encore prevues sur notre region ce soi,direct,3
3620,4152,notes dedicating song comfort victims,se pippens mwen swete tout viktim nan katastrof la kapab rekonfote yo ak mizik sapriye malere de rockfam. pippensla gonav,direct,2
3621,4153,aristide left old person says would like die like jesus,i Aristide a goch. Granmoun nan di : Mwen te anvi mouri tankou JEZI nan mitan de val!!!,direct,2
3622,4154,good evening digicel please favor give little work otherwise i ll starve death,bonswa digicel tanpri fem kado yon ti travay map mouri ak la fin mesi.,direct,2
